origin_station,destination,time
Kwasa Sentral,Taman Pertama,44
Kota Damansara,Taman Pertama,40
Surian,Taman Pertama,38
Mutiara Damansara,Taman Pertama,36
Bandar Utama,Taman Pertama,34
TTDI,Taman Pertama,30
Phileo Damansara,Taman Pertama,28
Pusat Bandar Damansara,Taman Pertama,25
Semantan,Taman Pertama,23
Muzium Negara,Taman Pertama,21
Pasar Seni (SBK),Taman Pertama,16
Merdeka,Taman Pertama,11
Bukit Bintang,Taman Pertama,11
Tun Razak Exchange (TRX),Taman Pertama,10
Cochrane,Taman Pertama,7
Maluri (SBK),Taman Pertama,4
Taman Pertama,Taman Pertama,0
Taman Midah,Taman Pertama,4
Taman Mutiara,Taman Pertama,7
Taman Connaught,Taman Pertama,9
Taman Suntex,Taman Pertama,12
Sri Raya,Taman Pertama,15
Bandar Tun Hussein Onn,Taman Pertama,18
Batu 11 Cheras,Taman Pertama,25
Bukit Dukung,Taman Pertama,28
Sungai Jernih,Taman Pertama,31
Stadium Kajang,Taman Pertama,34
Kajang,Taman Pertama,36
Gombak,Taman Midah,46
Taman Melati,Taman Midah,43
Wangsa Maju,Taman Midah,39
Sri Rampai,Taman Midah,37
Setiawangsa,Taman Midah,31
Jelatek,Taman Midah,29
Dato' Keramat,Taman Midah,28
Damai,Taman Midah,27
Ampang Park,Taman Midah,25
KLCC,Taman Midah,24
Kampung Baru,Taman Midah,22
Dang Wangi,Taman Midah,20
Masjid Jamek (KJL),Taman Midah,18
Pasar Seni (KJL),Taman Midah,17
KL Sentral (KJL),Taman Midah,20
Bangsar,Taman Midah,22
Abdullah Hukum,Taman Midah,25
Kerinchi,Taman Midah,26
Universiti,Taman Midah,28
Taman Jaya,Taman Midah,32
Asia Jaya,Taman Midah,34
Taman Paramount,Taman Midah,37
Taman Bahagia,Taman Midah,40
Kelana Jaya,Taman Midah,42
Lembah Subang,Taman Midah,45
Ara Damansara,Taman Midah,47
Glenmarie,Taman Midah,50
Subang Jaya,Taman Midah,51
SS 15,Taman Midah,55
SS 18,Taman Midah,57
USJ 7 (KJL),Taman Midah,60
Taipan,Taman Midah,61
Wawasan,Taman Midah,64
USJ 21,Taman Midah,66
Alam Megah,Taman Midah,69
Subang Alam,Taman Midah,72
Putra Heights (KJL),Taman Midah,76
Sungai Buloh,Taman Midah,56
Kampung Selamat,Taman Midah,53
Kwasa Damansara,Taman Midah,48
Kwasa Sentral,Taman Midah,46
Kota Damansara,Taman Midah,42
Surian,Taman Midah,40
Mutiara Damansara,Taman Midah,38
Bandar Utama,Taman Midah,36
TTDI,Taman Midah,33
Phileo Damansara,Taman Midah,30
Pusat Bandar Damansara,Taman Midah,28
Semantan,Taman Midah,25
Muzium Negara,Taman Midah,23
Pasar Seni (SBK),Taman Midah,21
Merdeka,Taman Midah,16
Bukit Bintang,Taman Midah,11
Tun Razak Exchange (TRX),Taman Midah,11
Cochrane,Taman Midah,10
Maluri (SBK),Taman Midah,7
Taman Pertama,Taman Midah,4
Taman Midah,Taman Midah,0
Taman Mutiara,Taman Midah,4
Taman Connaught,Taman Midah,7
Taman Suntex,Taman Midah,9
Sri Raya,Taman Midah,12
Bandar Tun Hussein Onn,Taman Midah,15
Batu 11 Cheras,Taman Midah,18
Bukit Dukung,Taman Midah,25
Sungai Jernih,Taman Midah,28
Stadium Kajang,Taman Midah,31
Kajang,Taman Midah,34
Gombak,Taman Mutiara,48
Taman Melati,Taman Mutiara,45
Wangsa Maju,Taman Mutiara,41
Sri Rampai,Taman Mutiara,39
Setiawangsa,Taman Mutiara,33
Jelatek,Taman Mutiara,31
Dato' Keramat,Taman Mutiara,30
Damai,Taman Mutiara,29
Ampang Park,Taman Mutiara,27
KLCC,Taman Mutiara,26
Kampung Baru,Taman Mutiara,24
Dang Wangi,Taman Mutiara,22
Masjid Jamek (KJL),Taman Mutiara,20
Pasar Seni (KJL),Taman Mutiara,19
KL Sentral (KJL),Taman Mutiara,22
Bangsar,Taman Mutiara,24
Abdullah Hukum,Taman Mutiara,27
Kerinchi,Taman Mutiara,28
Universiti,Taman Mutiara,30
Taman Jaya,Taman Mutiara,34
Asia Jaya,Taman Mutiara,36
Taman Paramount,Taman Mutiara,39
Taman Bahagia,Taman Mutiara,42
Kelana Jaya,Taman Mutiara,44
Lembah Subang,Taman Mutiara,47
Ara Damansara,Taman Mutiara,49
Glenmarie,Taman Mutiara,52
Subang Jaya,Taman Mutiara,53
SS 15,Taman Mutiara,57
SS 18,Taman Mutiara,59
USJ 7 (KJL),Taman Mutiara,62
Taipan,Taman Mutiara,63
Wawasan,Taman Mutiara,66
USJ 21,Taman Mutiara,68
Alam Megah,Taman Mutiara,71
Subang Alam,Taman Mutiara,74
Putra Heights (KJL),Taman Mutiara,78
Sungai Buloh,Taman Mutiara,58
Kampung Selamat,Taman Mutiara,61
Kwasa Damansara,Taman Mutiara,50
Kwasa Sentral,Taman Mutiara,48
Kota Damansara,Taman Mutiara,44
Surian,Taman Mutiara,42
Mutiara Damansara,Taman Mutiara,40
Bandar Utama,Taman Mutiara,38
TTDI,Taman Mutiara,35
Phileo Damansara,Taman Mutiara,33
Pusat Bandar Damansara,Taman Mutiara,30
Semantan,Taman Mutiara,28
Muzium Negara,Taman Mutiara,25
Pasar Seni (SBK),Taman Mutiara,23
Merdeka,Taman Mutiara,21
Bukit Bintang,Taman Mutiara,16
Tun Razak Exchange (TRX),Taman Mutiara,11
Cochrane,Taman Mutiara,11
Maluri (SBK),Taman Mutiara,10
Taman Pertama,Taman Mutiara,7
Taman Midah,Taman Mutiara,4
Taman Mutiara,Taman Mutiara,0
Taman Connaught,Taman Mutiara,4
Taman Suntex,Taman Mutiara,7
Sri Raya,Taman Mutiara,9
Bandar Tun Hussein Onn,Taman Mutiara,12
Batu 11 Cheras,Taman Mutiara,15
Bukit Dukung,Taman Mutiara,18
Sungai Jernih,Taman Mutiara,25
Stadium Kajang,Taman Mutiara,28
Kajang,Taman Mutiara,31
Gombak,Taman Connaught,51
Taman Melati,Taman Connaught,48
Wangsa Maju,Taman Connaught,44
Sri Rampai,Taman Connaught,42
Setiawangsa,Taman Connaught,36
Jelatek,Taman Connaught,34
Dato' Keramat,Taman Connaught,33
Damai,Taman Connaught,32
Ampang Park,Taman Connaught,30
KLCC,Taman Connaught,29
Kampung Baru,Taman Connaught,27
Dang Wangi,Taman Connaught,25
Masjid Jamek (KJL),Taman Connaught,23
Pasar Seni (KJL),Taman Connaught,22
KL Sentral (KJL),Taman Connaught,25
Bangsar,Taman Connaught,27
Abdullah Hukum,Taman Connaught,30
Kerinchi,Taman Connaught,31
Universiti,Taman Connaught,33
Taman Jaya,Taman Connaught,37
Asia Jaya,Taman Connaught,39
Taman Paramount,Taman Connaught,42
Taman Bahagia,Taman Connaught,45
Kelana Jaya,Taman Connaught,47
Lembah Subang,Taman Connaught,50
Ara Damansara,Taman Connaught,52
Glenmarie,Taman Connaught,55
Subang Jaya,Taman Connaught,56
SS 15,Taman Connaught,60
SS 18,Taman Connaught,62
USJ 7 (KJL),Taman Connaught,65
Taipan,Taman Connaught,66
Wawasan,Taman Connaught,69
USJ 21,Taman Connaught,71
Alam Megah,Taman Connaught,74
Subang Alam,Taman Connaught,77
Putra Heights (KJL),Taman Connaught,81
Sungai Buloh,Taman Connaught,61
Kampung Selamat,Taman Connaught,64
Kwasa Damansara,Taman Connaught,53
Kwasa Sentral,Taman Connaught,51
Kota Damansara,Taman Connaught,47
Surian,Taman Connaught,45
Mutiara Damansara,Taman Connaught,43
Bandar Utama,Taman Connaught,41
TTDI,Taman Connaught,38
Phileo Damansara,Taman Connaught,35
Pusat Bandar Damansara,Taman Connaught,33
Semantan,Taman Connaught,30
Muzium Negara,Taman Connaught,28
Pasar Seni (SBK),Taman Connaught,25
Merdeka,Taman Connaught,23
Bukit Bintang,Taman Connaught,21
Tun Razak Exchange (TRX),Taman Connaught,16
Cochrane,Taman Connaught,11
Maluri (SBK),Taman Connaught,11
Taman Pertama,Taman Connaught,10
Taman Midah,Taman Connaught,7
Taman Mutiara,Taman Connaught,4
Taman Connaught,Taman Connaught,0
Taman Suntex,Taman Connaught,4
Sri Raya,Taman Connaught,7
Bandar Tun Hussein Onn,Taman Connaught,9
Batu 11 Cheras,Taman Connaught,12
Bukit Dukung,Taman Connaught,15
Sungai Jernih,Taman Connaught,18
Stadium Kajang,Taman Connaught,25
Kajang,Taman Connaught,28
Gombak,Taman Suntex,53
Taman Melati,Taman Suntex,50
Wangsa Maju,Taman Suntex,46
Sri Rampai,Taman Suntex,44
Setiawangsa,Taman Suntex,38
Jelatek,Taman Suntex,36
Dato' Keramat,Taman Suntex,35
Damai,Taman Suntex,34
Ampang Park,Taman Suntex,32
KLCC,Taman Suntex,31
Kampung Baru,Taman Suntex,29
Dang Wangi,Taman Suntex,27
Masjid Jamek (KJL),Taman Suntex,25
Pasar Seni (KJL),Taman Suntex,24
KL Sentral (KJL),Taman Suntex,27
Bangsar,Taman Suntex,29
Abdullah Hukum,Taman Suntex,32
Kerinchi,Taman Suntex,33
Universiti,Taman Suntex,35
Taman Jaya,Taman Suntex,39
Asia Jaya,Taman Suntex,41
Taman Paramount,Taman Suntex,44
Taman Bahagia,Taman Suntex,47
Kelana Jaya,Taman Suntex,49
Lembah Subang,Taman Suntex,52
Ara Damansara,Taman Suntex,54
Glenmarie,Taman Suntex,57
Subang Jaya,Taman Suntex,58
SS 15,Taman Suntex,62
SS 18,Taman Suntex,64
USJ 7 (KJL),Taman Suntex,67
Taipan,Taman Suntex,68
Wawasan,Taman Suntex,71
USJ 21,Taman Suntex,73
Alam Megah,Taman Suntex,76
Subang Alam,Taman Suntex,79
Putra Heights (KJL),Taman Suntex,83
Sungai Buloh,Taman Suntex,63
Kampung Selamat,Taman Suntex,66
Kwasa Damansara,Taman Suntex,55
Kwasa Sentral,Taman Suntex,53
Kota Damansara,Taman Suntex,49
Surian,Taman Suntex,47
Mutiara Damansara,Taman Suntex,45
Bandar Utama,Taman Suntex,43
TTDI,Taman Suntex,40
Phileo Damansara,Taman Suntex,38
Pusat Bandar Damansara,Taman Suntex,35
Semantan,Taman Suntex,33
Muzium Negara,Taman Suntex,30
Pasar Seni (SBK),Taman Suntex,28
Merdeka,Taman Suntex,25
Bukit Bintang,Taman Suntex,23
Tun Razak Exchange (TRX),Taman Suntex,21
Cochrane,Taman Suntex,16
Maluri (SBK),Taman Suntex,11
Taman Pertama,Taman Suntex,11
Taman Midah,Taman Suntex,10
Taman Mutiara,Taman Suntex,7
Taman Connaught,Taman Suntex,4
Taman Suntex,Taman Suntex,0
Sri Raya,Taman Suntex,4
Bandar Tun Hussein Onn,Taman Suntex,7
Batu 11 Cheras,Taman Suntex,9
Bukit Dukung,Taman Suntex,12
Sungai Jernih,Taman Suntex,15
Stadium Kajang,Taman Suntex,18
Kajang,Taman Suntex,25
Gombak,Sri Raya,56
Taman Melati,Sri Raya,53
Wangsa Maju,Sri Raya,49
Sri Rampai,Sri Raya,47
Setiawangsa,Sri Raya,41
Jelatek,Sri Raya,39
Dato' Keramat,Sri Raya,38
Damai,Sri Raya,37
Ampang Park,Sri Raya,35
KLCC,Sri Raya,34
Kampung Baru,Sri Raya,32
Dang Wangi,Sri Raya,30
Masjid Jamek (KJL),Sri Raya,28
Pasar Seni (KJL),Sri Raya,27
KL Sentral (KJL),Sri Raya,30
Bangsar,Sri Raya,32
Abdullah Hukum,Sri Raya,35
Kerinchi,Sri Raya,36
Universiti,Sri Raya,38
Taman Jaya,Sri Raya,42
Asia Jaya,Sri Raya,44
Taman Paramount,Sri Raya,47
Taman Bahagia,Sri Raya,50
Kelana Jaya,Sri Raya,52
Lembah Subang,Sri Raya,55
Ara Damansara,Sri Raya,57
Glenmarie,Sri Raya,60
Subang Jaya,Sri Raya,61
SS 15,Sri Raya,65
SS 18,Sri Raya,67
USJ 7 (KJL),Sri Raya,70
Taipan,Sri Raya,71
Wawasan,Sri Raya,74
USJ 21,Sri Raya,76
Alam Megah,Sri Raya,79
Subang Alam,Sri Raya,82
Putra Heights (KJL),Sri Raya,86
Sungai Buloh,Sri Raya,66
Kampung Selamat,Sri Raya,69
Kwasa Damansara,Sri Raya,58
Kwasa Sentral,Sri Raya,56
Kota Damansara,Sri Raya,52
Surian,Sri Raya,50
Mutiara Damansara,Sri Raya,48
Bandar Utama,Sri Raya,46
TTDI,Sri Raya,43
Phileo Damansara,Sri Raya,40
Pusat Bandar Damansara,Sri Raya,38
Semantan,Sri Raya,35
Muzium Negara,Sri Raya,33
Pasar Seni (SBK),Sri Raya,30
Merdeka,Sri Raya,28
Bukit Bintang,Sri Raya,25
Tun Razak Exchange (TRX),Sri Raya,23
Cochrane,Sri Raya,21
Maluri (SBK),Sri Raya,16
Taman Pertama,Sri Raya,11
Taman Midah,Sri Raya,11
Taman Mutiara,Sri Raya,10
Taman Connaught,Sri Raya,7
Taman Suntex,Sri Raya,4
Sri Raya,Sri Raya,0
Bandar Tun Hussein Onn,Sri Raya,4
Batu 11 Cheras,Sri Raya,7
Bukit Dukung,Sri Raya,9
Sungai Jernih,Sri Raya,12
Stadium Kajang,Sri Raya,15
Kajang,Sri Raya,18
Gombak,Bandar Tun Hussein Onn,58
Taman Melati,Bandar Tun Hussein Onn,55
Wangsa Maju,Bandar Tun Hussein Onn,51
Sri Rampai,Bandar Tun Hussein Onn,49
Setiawangsa,Bandar Tun Hussein Onn,43
Jelatek,Bandar Tun Hussein Onn,41
Dato' Keramat,Bandar Tun Hussein Onn,40
Damai,Bandar Tun Hussein Onn,39
Ampang Park,Bandar Tun Hussein Onn,37
KLCC,Bandar Tun Hussein Onn,36
Kampung Baru,Bandar Tun Hussein Onn,34
Dang Wangi,Bandar Tun Hussein Onn,32
Masjid Jamek (KJL),Bandar Tun Hussein Onn,30
Pasar Seni (KJL),Bandar Tun Hussein Onn,29
KL Sentral (KJL),Bandar Tun Hussein Onn,32
Bangsar,Bandar Tun Hussein Onn,34
Abdullah Hukum,Bandar Tun Hussein Onn,37
Kerinchi,Bandar Tun Hussein Onn,38
Universiti,Bandar Tun Hussein Onn,40
Taman Jaya,Bandar Tun Hussein Onn,44
Asia Jaya,Bandar Tun Hussein Onn,46
Taman Paramount,Bandar Tun Hussein Onn,49
Taman Bahagia,Bandar Tun Hussein Onn,52
Kelana Jaya,Bandar Tun Hussein Onn,54
Lembah Subang,Bandar Tun Hussein Onn,57
Ara Damansara,Bandar Tun Hussein Onn,59
Glenmarie,Bandar Tun Hussein Onn,62
Subang Jaya,Bandar Tun Hussein Onn,63
SS 15,Bandar Tun Hussein Onn,67
SS 18,Bandar Tun Hussein Onn,69
USJ 7 (KJL),Bandar Tun Hussein Onn,72
Taipan,Bandar Tun Hussein Onn,73
Wawasan,Bandar Tun Hussein Onn,76
USJ 21,Bandar Tun Hussein Onn,78
Alam Megah,Bandar Tun Hussein Onn,81
Subang Alam,Bandar Tun Hussein Onn,84
Putra Heights (KJL),Bandar Tun Hussein Onn,88
Sungai Buloh,Bandar Tun Hussein Onn,68
Kampung Selamat,Bandar Tun Hussein Onn,71
Kwasa Damansara,Bandar Tun Hussein Onn,60
Kwasa Sentral,Bandar Tun Hussein Onn,58
Kota Damansara,Bandar Tun Hussein Onn,54
Surian,Bandar Tun Hussein Onn,52
Mutiara Damansara,Bandar Tun Hussein Onn,50
Bandar Utama,Bandar Tun Hussein Onn,48
TTDI,Bandar Tun Hussein Onn,46
Phileo Damansara,Bandar Tun Hussein Onn,43
Pusat Bandar Damansara,Bandar Tun Hussein Onn,40
Semantan,Bandar Tun Hussein Onn,38
Muzium Negara,Bandar Tun Hussein Onn,35
Pasar Seni (SBK),Bandar Tun Hussein Onn,33
Merdeka,Bandar Tun Hussein Onn,30
Bukit Bintang,Bandar Tun Hussein Onn,28
Tun Razak Exchange (TRX),Bandar Tun Hussein Onn,25
Cochrane,Bandar Tun Hussein Onn,23
Maluri (SBK),Bandar Tun Hussein Onn,21
Taman Pertama,Bandar Tun Hussein Onn,16
Taman Midah,Bandar Tun Hussein Onn,11
Taman Mutiara,Bandar Tun Hussein Onn,11
Taman Connaught,Bandar Tun Hussein Onn,10
Taman Suntex,Bandar Tun Hussein Onn,7
Sri Raya,Bandar Tun Hussein Onn,4
Bandar Tun Hussein Onn,Bandar Tun Hussein Onn,0
Batu 11 Cheras,Bandar Tun Hussein Onn,4
Bukit Dukung,Bandar Tun Hussein Onn,7
Sungai Jernih,Bandar Tun Hussein Onn,9
Stadium Kajang,Bandar Tun Hussein Onn,12
Kajang,Bandar Tun Hussein Onn,21
Gombak,Batu 11 Cheras,60
Taman Melati,Batu 11 Cheras,57
Wangsa Maju,Batu 11 Cheras,53
Sri Rampai,Batu 11 Cheras,51
Setiawangsa,Batu 11 Cheras,45
Jelatek,Batu 11 Cheras,43
Dato' Keramat,Batu 11 Cheras,42
Damai,Batu 11 Cheras,41
Ampang Park,Batu 11 Cheras,39
KLCC,Batu 11 Cheras,38
Kampung Baru,Batu 11 Cheras,36
Dang Wangi,Batu 11 Cheras,34
Masjid Jamek (KJL),Batu 11 Cheras,32
Pasar Seni (KJL),Batu 11 Cheras,31
KL Sentral (KJL),Batu 11 Cheras,34
Bangsar,Batu 11 Cheras,36
Abdullah Hukum,Batu 11 Cheras,39
Kerinchi,Batu 11 Cheras,40
Universiti,Batu 11 Cheras,42
Taman Jaya,Batu 11 Cheras,46
Asia Jaya,Batu 11 Cheras,48
Taman Paramount,Batu 11 Cheras,51
Taman Bahagia,Batu 11 Cheras,54
Kelana Jaya,Batu 11 Cheras,56
Lembah Subang,Batu 11 Cheras,59
Ara Damansara,Batu 11 Cheras,61
Glenmarie,Batu 11 Cheras,64
Subang Jaya,Batu 11 Cheras,65
SS 15,Batu 11 Cheras,69
SS 18,Batu 11 Cheras,71
USJ 7 (KJL),Batu 11 Cheras,74
Taipan,Batu 11 Cheras,75
Wawasan,Batu 11 Cheras,78
USJ 21,Batu 11 Cheras,80
Alam Megah,Batu 11 Cheras,83
Subang Alam,Batu 11 Cheras,86
Putra Heights (KJL),Batu 11 Cheras,90
Sungai Buloh,Batu 11 Cheras,70
Kampung Selamat,Batu 11 Cheras,73
Kwasa Damansara,Batu 11 Cheras,62
Kwasa Sentral,Batu 11 Cheras,60
Kota Damansara,Batu 11 Cheras,56
Surian,Batu 11 Cheras,54
Mutiara Damansara,Batu 11 Cheras,52
Bandar Utama,Batu 11 Cheras,50
TTDI,Batu 11 Cheras,48
Phileo Damansara,Batu 11 Cheras,46
Pusat Bandar Damansara,Batu 11 Cheras,43
Semantan,Batu 11 Cheras,40
Muzium Negara,Batu 11 Cheras,38
Pasar Seni (SBK),Batu 11 Cheras,35
Merdeka,Batu 11 Cheras,33
Bukit Bintang,Batu 11 Cheras,30
Tun Razak Exchange (TRX),Batu 11 Cheras,28
Cochrane,Batu 11 Cheras,25
Maluri (SBK),Batu 11 Cheras,23
Taman Pertama,Batu 11 Cheras,21
Taman Midah,Batu 11 Cheras,16
Taman Mutiara,Batu 11 Cheras,11
Taman Connaught,Batu 11 Cheras,11
Taman Suntex,Batu 11 Cheras,10
Sri Raya,Batu 11 Cheras,7
Bandar Tun Hussein Onn,Batu 11 Cheras,4
Batu 11 Cheras,Batu 11 Cheras,0
Bukit Dukung,Batu 11 Cheras,4
Sungai Jernih,Batu 11 Cheras,7
Stadium Kajang,Batu 11 Cheras,9
Kajang,Batu 11 Cheras,19
Gombak,Bukit Dukung,63
Taman Melati,Bukit Dukung,60
Wangsa Maju,Bukit Dukung,56
Sri Rampai,Bukit Dukung,54
Setiawangsa,Bukit Dukung,48
Jelatek,Bukit Dukung,46
Dato' Keramat,Bukit Dukung,45
Damai,Bukit Dukung,44
Ampang Park,Bukit Dukung,42
KLCC,Bukit Dukung,41
Kampung Baru,Bukit Dukung,39
Dang Wangi,Bukit Dukung,37
Masjid Jamek (KJL),Bukit Dukung,35
Pasar Seni (KJL),Bukit Dukung,34
KL Sentral (KJL),Bukit Dukung,37
Bangsar,Bukit Dukung,39
Abdullah Hukum,Bukit Dukung,42
Kerinchi,Bukit Dukung,43
Universiti,Bukit Dukung,45
Taman Jaya,Bukit Dukung,49
Asia Jaya,Bukit Dukung,51
Taman Paramount,Bukit Dukung,54
Taman Bahagia,Bukit Dukung,57
Kelana Jaya,Bukit Dukung,59
Lembah Subang,Bukit Dukung,62
Ara Damansara,Bukit Dukung,64
Glenmarie,Bukit Dukung,67
Subang Jaya,Bukit Dukung,68
SS 15,Bukit Dukung,72
SS 18,Bukit Dukung,74
USJ 7 (KJL),Bukit Dukung,77
Taipan,Bukit Dukung,78
Wawasan,Bukit Dukung,81
USJ 21,Bukit Dukung,83
Alam Megah,Bukit Dukung,86
Subang Alam,Bukit Dukung,89
Putra Heights (KJL),Bukit Dukung,93
Sungai Buloh,Bukit Dukung,73
Kampung Selamat,Bukit Dukung,76
Kwasa Damansara,Bukit Dukung,65
Kwasa Sentral,Bukit Dukung,63
Kota Damansara,Bukit Dukung,59
Surian,Bukit Dukung,57
Mutiara Damansara,Bukit Dukung,55
Bandar Utama,Bukit Dukung,53
TTDI,Bukit Dukung,50
Phileo Damansara,Bukit Dukung,48
Pusat Bandar Damansara,Bukit Dukung,46
Semantan,Bukit Dukung,43
Muzium Negara,Bukit Dukung,40
Pasar Seni (SBK),Bukit Dukung,38
Merdeka,Bukit Dukung,35
Bukit Bintang,Bukit Dukung,33
Tun Razak Exchange (TRX),Bukit Dukung,30
Cochrane,Bukit Dukung,28
Maluri (SBK),Bukit Dukung,25
Taman Pertama,Bukit Dukung,23
Taman Midah,Bukit Dukung,21
Taman Mutiara,Bukit Dukung,16
Taman Connaught,Bukit Dukung,11
Taman Suntex,Bukit Dukung,11
Sri Raya,Bukit Dukung,10
Bandar Tun Hussein Onn,Bukit Dukung,7
Batu 11 Cheras,Bukit Dukung,4
Bukit Dukung,Bukit Dukung,0
Sungai Jernih,Bukit Dukung,4
Stadium Kajang,Bukit Dukung,7
Kajang,Bukit Dukung,15
Gombak,Sungai Jernih,67
Taman Melati,Sungai Jernih,64
Wangsa Maju,Sungai Jernih,60
Sri Rampai,Sungai Jernih,58
Setiawangsa,Sungai Jernih,52
Jelatek,Sungai Jernih,50
Dato' Keramat,Sungai Jernih,49
Damai,Sungai Jernih,48
Ampang Park,Sungai Jernih,46
KLCC,Sungai Jernih,45
Kampung Baru,Sungai Jernih,43
Dang Wangi,Sungai Jernih,41
Masjid Jamek (KJL),Sungai Jernih,39
Pasar Seni (KJL),Sungai Jernih,38
KL Sentral (KJL),Sungai Jernih,41
Bangsar,Sungai Jernih,43
Abdullah Hukum,Sungai Jernih,46
Kerinchi,Sungai Jernih,47
Universiti,Sungai Jernih,49
Taman Jaya,Sungai Jernih,53
Asia Jaya,Sungai Jernih,55
Taman Paramount,Sungai Jernih,58
Taman Bahagia,Sungai Jernih,61
Kelana Jaya,Sungai Jernih,63
Lembah Subang,Sungai Jernih,66
Ara Damansara,Sungai Jernih,68
Glenmarie,Sungai Jernih,71
Subang Jaya,Sungai Jernih,72
SS 15,Sungai Jernih,76
SS 18,Sungai Jernih,78
USJ 7 (KJL),Sungai Jernih,81
Taipan,Sungai Jernih,82
Wawasan,Sungai Jernih,85
USJ 21,Sungai Jernih,87
Alam Megah,Sungai Jernih,90
Subang Alam,Sungai Jernih,93
Putra Heights (KJL),Sungai Jernih,97
Sungai Buloh,Sungai Jernih,77
Kampung Selamat,Sungai Jernih,70
Kwasa Damansara,Sungai Jernih,69
Kwasa Sentral,Sungai Jernih,67
Kota Damansara,Sungai Jernih,63
Surian,Sungai Jernih,61
Mutiara Damansara,Sungai Jernih,59
Bandar Utama,Sungai Jernih,57
TTDI,Sungai Jernih,53
Phileo Damansara,Sungai Jernih,50
Pusat Bandar Damansara,Sungai Jernih,48
Semantan,Sungai Jernih,46
Muzium Negara,Sungai Jernih,43
Pasar Seni (SBK),Sungai Jernih,40
Merdeka,Sungai Jernih,38
Bukit Bintang,Sungai Jernih,35
Tun Razak Exchange (TRX),Sungai Jernih,33
Cochrane,Sungai Jernih,30
Maluri (SBK),Sungai Jernih,28
Taman Pertama,Sungai Jernih,25
Taman Midah,Sungai Jernih,23
Taman Mutiara,Sungai Jernih,21
Taman Connaught,Sungai Jernih,16
Taman Suntex,Sungai Jernih,11
Sri Raya,Sungai Jernih,11
Bandar Tun Hussein Onn,Sungai Jernih,10
Batu 11 Cheras,Sungai Jernih,7
Bukit Dukung,Sungai Jernih,4
Sungai Jernih,Sungai Jernih,0
Stadium Kajang,Sungai Jernih,4
Kajang,Sungai Jernih,5
Gombak,Stadium Kajang,68
Taman Melati,Stadium Kajang,65
Wangsa Maju,Stadium Kajang,61
Sri Rampai,Stadium Kajang,59
Setiawangsa,Stadium Kajang,53
Jelatek,Stadium Kajang,51
Dato' Keramat,Stadium Kajang,50
Damai,Stadium Kajang,49
Ampang Park,Stadium Kajang,47
KLCC,Stadium Kajang,46
Kampung Baru,Stadium Kajang,44
Dang Wangi,Stadium Kajang,42
Masjid Jamek (KJL),Stadium Kajang,40
Pasar Seni (KJL),Stadium Kajang,39
KL Sentral (KJL),Stadium Kajang,42
Bangsar,Stadium Kajang,44
Abdullah Hukum,Stadium Kajang,47
Kerinchi,Stadium Kajang,48
Universiti,Stadium Kajang,50
Taman Jaya,Stadium Kajang,54
Asia Jaya,Stadium Kajang,56
Taman Paramount,Stadium Kajang,59
Taman Bahagia,Stadium Kajang,62
Kelana Jaya,Stadium Kajang,64
Lembah Subang,Stadium Kajang,67
Ara Damansara,Stadium Kajang,69
Glenmarie,Stadium Kajang,72
Subang Jaya,Stadium Kajang,73
SS 15,Stadium Kajang,77
SS 18,Stadium Kajang,79
USJ 7 (KJL),Stadium Kajang,82
Taipan,Stadium Kajang,83
Wawasan,Stadium Kajang,86
USJ 21,Stadium Kajang,88
Alam Megah,Stadium Kajang,91
Subang Alam,Stadium Kajang,94
Putra Heights (KJL),Stadium Kajang,98
Sungai Buloh,Stadium Kajang,78
Kampung Selamat,Stadium Kajang,71
Kwasa Damansara,Stadium Kajang,70
Kwasa Sentral,Stadium Kajang,68
Kota Damansara,Stadium Kajang,64
Surian,Stadium Kajang,62
Mutiara Damansara,Stadium Kajang,60
Bandar Utama,Stadium Kajang,58
TTDI,Stadium Kajang,55
Phileo Damansara,Stadium Kajang,53
Pusat Bandar Damansara,Stadium Kajang,50
Semantan,Stadium Kajang,48
Muzium Negara,Stadium Kajang,46
Pasar Seni (SBK),Stadium Kajang,43
Merdeka,Stadium Kajang,40
Bukit Bintang,Stadium Kajang,38
Tun Razak Exchange (TRX),Stadium Kajang,35
Cochrane,Stadium Kajang,33
Maluri (SBK),Stadium Kajang,30
Taman Pertama,Stadium Kajang,28
Taman Midah,Stadium Kajang,25
Taman Mutiara,Stadium Kajang,23
Taman Connaught,Stadium Kajang,21
Taman Suntex,Stadium Kajang,16
Sri Raya,Stadium Kajang,11
Bandar Tun Hussein Onn,Stadium Kajang,11
Batu 11 Cheras,Stadium Kajang,10
Bukit Dukung,Stadium Kajang,7
Sungai Jernih,Stadium Kajang,4
Stadium Kajang,Stadium Kajang,0
Kajang,Stadium Kajang,3
Gombak,Kajang,71
Taman Melati,Kajang,68
Wangsa Maju,Kajang,64
Sri Rampai,Kajang,62
Setiawangsa,Kajang,56
Jelatek,Kajang,54
Dato' Keramat,Kajang,53
Damai,Kajang,52
Ampang Park,Kajang,50
KLCC,Kajang,49
Kampung Baru,Kajang,47
Dang Wangi,Kajang,45
Masjid Jamek (KJL),Kajang,43
Pasar Seni (KJL),Kajang,42
KL Sentral (KJL),Kajang,45
Bangsar,Kajang,47
Abdullah Hukum,Kajang,50
Kerinchi,Kajang,51
Universiti,Kajang,53
Taman Jaya,Kajang,57
Asia Jaya,Kajang,59
